text,sentiment
estonia agriculture minister helirvaldor seeder finland twoday visit course meet finnish counterpart sirkkaliisa anttila,neutral
changes asbuilt models design communicated subcontractors accommodate steel grc fabrication process,neutral
company also seeking possibilities relocate luumaki personnel people upm mills,neutral
company said started investigate streamlining operations order meet tightening competition mobile phone charger market,positive
finnish holding company panostaja oyj said june signed letter intent acquire local lahden lampokasittely oy heatmasters oy active heat treatment metals total mln euro mln,neutral
companiesdiageo stays neutral india boardroom turmoil,neutral
ge sell majority stake bank bphs core bank alior bank,positive
company part teleste video broadband solutions business area,neutral
tampere science parks finnish company owns leases builds office properties specialises facilities technologyoriented businesses,neutral
net sales surged eur teleste said eur sales came acquisitions made,positive
february finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eurm fourth quarter yearearlier profit eurm,neutral
subsidiary responsible filter sales local assembly filters market services china,neutral
finnish consumers prefer buy cheapest beer brand,neutral
maximum employees work karttakeskus responsible producing geographic information services affected company added,neutral
happy working rapala encourage boaters anglers introduce newcomers sport said rbff president ceo frank peterson,positive
government exempting certain stainless steel products antidumping duties finlandbased outokumpu today said look enter supply pacts indian railways soon,neutral
ssys retested lows rise steadily hit trading days ago sept itll,positive
profit taxes decreased eur mn first nine months compared eur mn year earlier,negative
implementation important operator since launch fixedtomobile convergence service brazil see brazil may,neutral
finnish shipping company finnlines pretax loss totalled eur mn third quarter compared profit eur mn third quarter,negative
net sales however increase,positive
one headboxes equipped modern consistency control system ensure cross machine profile plasterboard company said statement received lesprom network,neutral
transaction mreal metsabotnia upm,neutral
jan ford struggling face slowing truck suv sales surfeit uptodate gottahave cars,negative
markets expecting poor performance company stock percent xac us early afternoon trading helsinki,positive
citigroup inc nyse c deutsche bank nyse db pohjola bank lead managers sale,neutral
comparable operating profit totaled eur mn eur mn,positive
finland sampo bank part danske bank group lay staff administrative support functions,neutral
following issue number shares swedish company grow,neutral
market share percent according ac nielsen data,neutral
naturalgas settles year low dbo bno,negative
company net profit amounted ee mn,positive
financial details disclosed,neutral
profit per share eur eur,positive
aldata solution oyj bertrand sciard president ceo information aldata solution oyj bertrand sciard president ceo tel aldata retailwholesale aldata business dedicated retail wholesale business improvement,neutral
joint venture invest eur production technology straight away,neutral
juhani jrvi corporate executive vice president kesko says russian food retail sector fragmented,neutral
nordea pankki suomi oyj ownership stonesoft corporation decreased,neutral
valeant names interim leader ceo remains hospitalized,neutral
finnish shipping company finnlines grimaldi group reports net sales decreased eur mn januaryjune eur mn corresponding period,negative
ebit margin,positive
etteplan reported turnover eur,neutral
according atria president ceo matti tikkakoski company swedish operations significantly improved first quarter,positive
company profit totaled ls h yearonyear,neutral
yhoo breakout would constitute technical entry short term trader,positive
company hoped new plant would stream end,neutral
additional amount capped eurm payable cash upon achievement certain financial performance targets,neutral
previously company guided ebit sales growth pct pct respectively year,positive
fair value company investment properties went eur bn end september eur bn year earlier,neutral
february finnish broadband data communication systems provider teleste oyj hel tltv said yesterday net profit rocketed eur eur lifted dividend proposal,positive
hsbc hit fresh details tax evasion claims,negative
ibio premarket ready lift,positive
dnb nord norway likely nordic buyer citadele nordea would good strategic fit according document published pietiek,neutral
stakeholders comptel involved workshops meetings filed comments issues greatest importance competitive sector industry,neutral
fb guess want look sell orders,negative
ahlstrom corporation stock exchange announcement ahlstrom corporation publish first quarter financial results friday april approximately finnish time,neutral
company plant russia continue make tyres near markets plant nokia finland manufacture tyres markets,neutral
responsible operations customer relationships development,neutral
qcor added shares,positive
basware invoice processing basware contract matching basware order matching basware kpi reporting tool part basware enterprise purchase pay product suite,neutral
contract includes software licences application maintenance training,neutral
publishing sweden operating loss eur mn q compared profit eur mn year ago,neutral
devices would launched chinese market late company said,neutral
net sales power plants business eur million,neutral
national sponsors big read include national endowment arts cooperation institute museum library services arts midwest,neutral
amzn new hod conviction keeping watch resistance,positive
biggest challenge make piece look raw hansen said,neutral
typical enduses include roof structures floorings walls ceilings nonvisible structures vehicles packaging boxes construction site structures fencing shelters formwork limited number concrete pourings,neutral
planned facility estimated cost around million would largest biodiesel plant world use palm oil certified roundtable sustainable palm oil rspo,positive
past years factory produced many nokia popular models including nokia nokia well nokia latest music device nokia express music,neutral
stx finland oy signed preliminary agreement building environmentally friendly new generation cruise ferry viking line manage turku finland stockholm sweden withviking line abp,positive
rebuilds designed improve machines performance product quality,positive
operating profit excluding nonrecurring items totalled eur mn eur mn corresponding period,neutral
goodwill intangible assets account mln euro mln purchase price pct payable aspo shares,neutral
center offers comprehensive range device design services spanning electronics mechanics software design full range testing laboratory services,neutral
orders part longterm development plan latvijas finieris,neutral
goodwin face scottish prosecution rbs,positive
reported operating margin negative,neutral
mformation provides enhanced management applications enabling configuration control throughout lifecycle,neutral
teliasonera tlsn said offer line strategy increase ownership core business holdings would strengthen eesti telekom offering customers,positive
report profiles companies including many key niche players worldwide black decker corporation fiskars corporation fiskars brands inc husqvarna outdoor products inc ks group ryobi technologies inc scotts miraclegro company van group inc,neutral
decision sale issued existing treasury shares ya global made yet,neutral
profitability ebit compared q,negative
fourth quarter saw rapala swing back pretax profit mln eur year earlier loss mln back pct uplift sales mln eur stronger performance north america,positive
huge issue us button placement,neutral
hammerson jv partner secure ownership irelands dundrum quick facts,positive
split number k shares number shares,neutral
notable gainers among liquid option names morning include stx nem wdc x gme,positive
locked fb puts nice gain,negative
baltic countries development operations reorganisation continued nonrecurring items related takeover process lowered earnings,neutral
equipment made vaahto plant hollola finland delivery scheduled first quarter,neutral
according gallup food farm facts beef consumption totaled mn kilos finland,neutral
profit taxes eur million,neutral
passenger volumes rose accounting period,positive
board machine wire width design speed mmin produce close tonnes folding boxboard per day,neutral
finland finnish pharmaceutical company orion corporation omx helsinki ornav said wednesday january concluded personnel negotiations finland reduce number personnel,negative
taking cue playbook east dillon lions created special team heavyhitting style players bootcut jeans tummy tops course cowboy boots,neutral
fb starting show relative strength signs potential bo daily,positive
april olvi range ciders expand strawberryrhubarb applepear cider green bottles new shape,neutral
jensen njastein mike critch head dovre north america business unit report toivola,neutral
miners meltdown bhp rio tinto sink commodities rout,negative
appeal concerning project lodged czech ministry environment,neutral
energy still failing close continues stand weak xle,negative
according latvian business register uponor latvia closed red lvl eur usd turnover lvl mn,negative
aapl test high today probably go beyond hours,positive
stock rose third day tuesday bringing threeday rise gbx,positive
sbux downgraded neutral deutsche bank price target reduced,negative
kgc oversold falling wedge positive divergence place launch pad looking bounce,positive
finnish publisher alma media hel alnv said wednesday decided extend eur usd apiece mandatory tender offer media group talentum hel ttmv started august november,neutral
tyrvinen opinion airline repeating time already however,neutral
rost ross stores upgraded outperform rbc capital markets,positive
ab inbev approaches sabmiller explore bn tieup,positive
finnish food workers union sel plans hasten collective bargaining twoday strike would begin april finland,neutral
customers include local companies slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy mansner oy,neutral
number customers one important parameters determining price electricity networks,neutral
rig whos ever pushing crazy get ready suspended dividend turning growth stock blow earnings major buyback lol,neutral
hal bulls lucky enuff get upside gap fill better take wouldnt chase,neutral
vanhanen said strike would extremely damaging participants reporters begin arrive finland oneday eu summit russian president vladimir putin lahti kilometers miles north helsinki,negative
moderate significant changes resulted significant reduction estimated cvd risk,positive
sales midstrength beer decreased,negative
fsecure online backup automatically protects content stored computer smartphone making copy content online location,neutral
dealers said share largely hit investor disappointment refining margin usd per barrel quarter performance shipping unit saw ebit drop mln eur mln eur year amid fall volumes tanker rates,neutral
longstanding partnership commitment enable parties develop respective operations esl shipping also opportunity update fleet improve efficiency,positive
nokia bought chicagobased navteq acquiring maps database compete google maps well navigation device companies tomtom nv garmin ltd,positive
finnlines six ships construction china deliveries scheduled first quarter final quarter,neutral
elektrobit eb renewed infrastructure contract ict services provider fujitsu services eb patja service,positive
core solidium investment strategy proper value enhancing asset management current holdings,positive
finnish steel maker rautaruukki oyj hel rtrks ruukki said today net loss contracted eur million usd first nine months eur million period year ago,positive
commission said hydrogen peroxide pbs market worth million euros,neutral
update easyjet passenger numbers aer lingus traffic february,positive
operating profit month period decreased eur net sales increased eur compared,negative
facades riga march finnish construction company yit oyj hel ytyv said today build frame facades tower construction project riga,neutral
bunzl lifts dividend acquisitions continue boost profits,positive
operating profit surged eurm eur,positive
nordea chairman board hans dalborg informed nomination committee reelection annual general meeting,neutral
belarus oao lidskoe pivo brewery based grodno region reported decrease output million decaliters januarymarch representative administration company told,negative
astx daily technical indicators bullish breakout watch,positive
contract allotted per lowest price criteria,neutral
high court finland fined seven local asphalt companies lion million operating cartel,neutral
sales expected increase end year however,positive
contracts employees bluecollar workers ended march august,neutral
low capacity utilisation rate steel production considerably increases fixed costs per unit steel produced,negative
groups turnover full fiscal year expected show slight increase previous fiscal year,positive
operating profit decreased nearly eur mn however,neutral
finnish cargotec kalmar received significant order us department defense,positive
earnings per share eps amounted eur eur,negative
brcm raises revenue forecast,positive
spokesperson told wwd expect mix clothing home decor,neutral
nokia calling innovators africa competition specifically launched enable developers create locally relevant bestofbreed mobile applications,positive
net sales surged eur million,positive
authorisation force end next annual general meeting repeals authorisation acquire shares given general meeting held april,neutral
poyry contract includes engineering management civil detail engineering services time scheduling procurement services,neutral
value order eur,neutral
company operates business two reportable segments including banking investment services nonlife insurance,neutral
order includes new crecent former headbox reel,neutral
combined value planned investments eur mn,neutral
following information released comptel tomorrow chairman federal communications commission scheduled deliver national broadband plan congress,neutral
operating profit operations finland period review totaled eur mn remaining level,neutral
mreal corporation press release november mreal corporation second best company materials sector including eg forest industry companies carbon disclosure leadership index cdli nordic report,positive
ingen established medical device manufacturer emerging new medical product line respiratory market worth estimated billion us billion globally,neutral
operating loss totaled eur mn compared profit eur mn,neutral
scanfil systems supplier contract manufacturer communications sector give notice productional employees temporarily lay employees company plant sievi finland,negative
alfa group voting stock new company telenor free float,neutral
kingfisher share price slides cost implement new strategy,negative
profit taxes decreased eur mn eur mn year,negative
time investment fully leased several tenants,neutral
company owned state finland european aeronautic defense space company eads nv tekla international software company provides solutions building construction energy distribution municipalities,neutral
csx another strong rail today breaking intraday resistance,positive
data processing unit collects data calculates rvr values provides data users via various interfaces,neutral
addition russia seek additional growth ukraine,positive
aim increase sales least one fifth,positive
rohwedder group automotive supplies telecommunications electronics industry provider customers europe north america asia,neutral
according hk ruokatalo almost meat used company comes finland,neutral
number bodily injury cases quadrupled,neutral
finland snow storms brought trees power lines cutting electricity households,neutral
acquisition price disclosed,neutral
scanfil also issued profit warning,neutral
acquisition part ramirent central eastern european growth strategy,neutral
upm said move lower net profit xac million us million second quarter mainly due impairment charges,negative
poorest index figure given finnish power company fortum,neutral
company intends launch housing development acquired land plots construct square metres housing per annum,neutral
seppala transferred sale greater extent last year february reflected january sales figures,neutral
ab inbev ups offer sabmiller deadline looms,positive
contracts employees bluecollar workers ended march august,negative
stora enso target cut eur eur holmen target sek sek,neutral
condition deal savcor alfa bought photonium akseli lahtinen inc business operations prior deal,neutral
spy dont hang bull hat yet next week pop higher qe hope back feds day meeting,positive
consolidated operating profit continuing operations decreased eur mn eur mn,negative
shares shall repurchased public trading reason shares repurchased otherwise proportion holdings shareholders,neutral
airline estimated cancellation flights due closure european airspace process recommencing traffic caused company loss eurm including costs stranded passengers accommodation,neutral
transaction doubles tecnomens workforse adds fourth net sales,positive
warmly welcome satama states jussi lansio chairman board,positive
webmarela application handles invitations quote quote comparisons agreements purchases invoice inspections inventory management deliveries,neutral
cargotec brands hiab kalmar macgregor global market leaders fields solutions used land sea wherever cargo move,neutral
lnnen tehtaat food division reorganised two strategic business units apetit frozen foods jams apetit fish,neutral
twtr sad thing move takeover rumor sold next day,negative
wellknown brands include fitness equipment maker precor us based ball sports equipment maker wilson,neutral
z bavelloni longstanding md dino bavelloni retired end,neutral
sellers eoss innovationsmanagement group private individuals,neutral
net sales went yearonyear eur million affected business acquisitions realized previous financial period effect eur million review period,positive
result company decided implement fixedterm temporary layoffs,negative
uncertainties cloud longterm outlook,negative
elcoteq expects net sales last quarter level third quarter,neutral
company annual loss amounted eek mn compared profit eek mn,negative
mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line,neutral
aktia forecasts finland inflation,neutral
kone listed nordic exchange helsinki,neutral
finnish fibrebased materials maker ahlstrom corp hel ahlv said today decided close spunlace composite production line number chirnside plant uk end march,neutral
subjectmatter invention furthermore use cyclone separating partly molten particles,neutral
rautaruukki said construction group yit awarded mln eur contract supply steel structures new bridge spanning kemijoki river northern finland,positive
long tsla short mbly,positive
also technopolis plans build million euro technology park special economic zone neudorf st petersburg st petersburg government said february,neutral
lassila tikanoja operating profit excluding nonrecurring imputed items second quarter eur eur year ago,negative
castecka said town hall would hold talks investors interested zone,neutral
technology become available businesses fourth quarter nokia said,neutral
london open taylor wimpey ashtead drive markets higher barclays falls,positive
bullish engulfing coca cola ko,positive
study designed enable formal statistical evaluation therapeutic activity company said,neutral
upon completion transactions metso stake amount,neutral
mika stahlberg vp fsecure labs said excited proud fsecure recognized avcomparatives product year,positive
madison wis feb prnewswire fiskars announces united states patent trademark office granted trademark registration color orange iconic scissor handles,positive
companies existing investment plans coordinated,neutral
ndx component tesla announced recalling model x suvs tsla,negative
finnish messaging solutions developer tecnomen corporation omx helsinki temv said thursday december received expansion order convergent charging solution latin america,positive
operating profit improved eur mn eur mn,positive
value contract eur mn,neutral
parties therefore agreed leave avena deal,neutral
company also supplied mw power generating equipment number projects papua new guinea including engines wartsila type lihir gold,neutral
addition fireplace exports demand lining stone exceeded level earlier part year continue clearly brisker remainder year,positive
companies thetrainlinecom announces arrival london ipo,positive
flurry analytics spokesperson said measuring windows phone data weeks firm doublechecked data make sure per cent rise aberration,neutral
pharmaceuticals italy brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market italy,neutral
swedbank shares hardest hit swedish banks ongoing international financial crisis,neutral
growth strongest fsecure operator isps mobile operators cable operators business,positive
talvik says relocation application programs servers continue hp servers approved hp supplying tailormade solution elisa,neutral
gunneflo responsible oriolakd pharmaceutical trade business sweden,neutral
samsung currently occupies third place lost ground quarter dropping share overall,negative
last week finnish metals technology group announced plans sell percent technology unit company strategic goal becoming world largest stainless steel maker,positive
second quarter group net profit rose eur million eur million apriljune,positive
travel expenses would reimbursed accordance travel policy company,neutral
pretax profit totalled eur mn compared loss eur mn corresponding period,positive
august finnish measuring equipment maker vaisala oyj hel vaias said today net loss widened eur first half eur corresponding period year earlier,neutral
supreme court upholds million jury award exxonmobil,negative
price kesko share mln euro mln recognize gain mln euro mln disposal included result second quarter,positive
purchase sum eur mn us mn,neutral
purpose action ensure company cost effectiveness year near future,positive
food trade sales amounted eur decline,neutral
long pcln,positive
company expects net sales whole eur mn mn,neutral
apple inc riproaring rally beginning aapl investorplace aapl,positive
purchase mp snapper nothing else,neutral
upon completion deal panostaja establish new business area within group focus heat treatment metals,neutral
diageo sells ryder cup venue gleneagles hotel ennismore group,positive
master business administration mba,neutral
rt joemccann correleation dollar index spy simply amazing dx finds support spy retreats like clockwork,negative
profit taxes totaled eur mn,neutral
operating loss totalled eur mn compared profit eur mn second quarter,negative
finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales totalled eur mn first half eur mn first half,negative
whitbread buys stake pure food chain,positive
separating side businesses able faster expand develop tapro retail network,positive
sudden optimism iphone sales ie bad expected gives apple aapl lift,positive
according company addition normal seasonal fluctuation market situation weakened autumn,neutral
company previous estimate lower revenue yearago eur million,negative
operating loss totalled eur mn compared profit eur mn first half,negative
according scanfil demand telecommunications network products fluctuated significantly third quarter situation expected remain unstable rest year,negative
stock hit profit warning finnish rival rautaruukki oyj omx rtrks,negative
net sales finnish sanoma learning literature finnish media group sanoma decreased januaryjune totalling eur mn eur mn corresponding period,negative
arto ryymin born replace juhani kaisanlahti worked acting evp healthcare welfare since august,neutral
txrh reports q eps versus estimated beating eps quarter last year,positive
megaas aapl mcdonalds big growing success years bigmac apple update improbe iphone ipad,positive
acquisition considerably increase kemira sales market position russian metal industry coatings market,positive
remote radio head module available w power ghz ghz tdd frequency bands,neutral
finnish forest machinery manufacturer ponsse net sales grew eur mn first quarter eur mn corresponding period,positive
lowering prices us competitors shows real estate market stabilised returned balance apartments acquiring fair price eyes clients,positive
satama net profit third quarter rose euro euro period,positive
natural source isoprene tree species hevea brasiliensis also known rubber tree,neutral
according finnair technical services measure due employment situation,neutral
would huge process,neutral
gpro since tue morning,negative
london afx shares rautaruukki corp upgraded hold sell abn amro price target raised eur said dealers,positive
operating profit decreased eur mn eur mn,negative
costanza light aluminum base washable shade comes white pistachio orange blue red,neutral
solution installed usa support north american operations customer,neutral
lsc employees move ixonos existing status benefits,neutral
raffles equities ltd became substantial holder archer exploration ltd january million shares pc,neutral
finnish bank land reports operating profit fell eur mn third quarter eur mn third quarter,neutral
baird upgrades tesla motors tsla outperform,positive
raute said order worth around mln eur supply several plywood production lines mills operated russian wood products company sveza group,positive
metso oyj said sold spreader roll manufacturing business related assets town nokia southern finland group finnish investors operate business name finbow oy,neutral
combined value orders eur mn,neutral
tekla group net sales approximately million euros operating result million euros,neutral
kai tulonen chief technology officer sysopen digia says using corporate phonebook inside sysopen digia extensively since last fall satisfied results,positive
enclosed affecto call extraordinary general meeting held july th main agenda approve authorization board proposed share issue related component software acquisition elect haakon skaarer affecto board,neutral
earnings per share eps decreased eur eur,negative
july market cap segments updated according average price may,neutral
reczakaria monday bulls stock ticker michael james ent picks sbux gvp nke,positive
group aims increase net sales comparable operating profit,positive
cencorp net sales first quarter estimated eur compared eur first quarter,negative
paper mill central maine town madison soon new owner,neutral
offer million shares aimed raise xac million us million expected completed oct outokumpu said,neutral
efore results last quarter showed even faster improvement company managed better source components,positive
company designs manufactures markets highquality clothing interior decoration textiles bags accessories,neutral
cdp established initiative institutional investors however annually published results also interest increasing number customers interest groups reporting companies,neutral
accordance strategy strengthened local presence establishing representative office south africa october,positive
casinos red bell lvs wynn wynn unusual comibinations whats running whats red bell,negative
eps quarter came eur eur year ago ahead forecast eur,positive
accordance terms conditions alma media option program share subscription price option rights eur per share book countervalue eur per share,neutral
company make marketing sales investments initiated even efficient,positive
ebit totalled eur mn compared loss eur mn corresponding period,positive
orion net profit third quarter decreased mln euro mln mln euro mln year earlier,negative
omx helsinki ended pct lower omx helsinki pct bln eur turnover,neutral
basware connectivity services allow companies handle purchase pay processes online make internal processes efficient said ceo ilkka sihvo basware corporation,positive
time profit company increased h reached ls,positive
mill capacity produce tonnes pulp per year,neutral
operating profit totalled eur mn loss eur mn second quarter,positive
stockoptionexpert mat big trader added april put contracts days ago,negative
sysopen digia plc press release february ibm finland rewarded distinguished partner companies,positive
diluted earnings per share eps rose eur eur,positive
gakrum nice chart shows distinctive channel dip see bottom spy,negative
share subscription period expire september,neutral
enbca headshoulders bullish reversal setup breakout oil gas pipleline stock uso,positive
severn trent share price rises first half profit inches customer,positive
name company holdings acquired citycon oyj,neutral
aldata solution oyj thomas hoyer cfo information aldata solution oyj thomas hoyer cfo tel aldata brief aldata solution one global leaders supply chain software retail wholesale logistics companies,neutral
easyjet leads britains ftse lower global bond rout resumes,negative
production scheduled start end april,neutral
asia earlier japan nikkei index fell percent hong kong hang seng index rose percent,neutral
fiskars yearold global business best known orangehandled scissors expects derive synergies eur million year consolidating certain parts housewares division two compete,positive
every partner allowed buy quantity electricity corresponding share consortium production cost letter intent said,neutral
board established remuneration committee following members sari baldauf chairman tapio hintikka heikki westerlund addition board decided appoint nomination committee later stage,neutral
method utilises waterborne ultra products giving protection wooden surfaces industrial painting process whereby two layers top coat applied exterior wooden panels boards without separate primer,neutral
berkshire seeks boost wells fargo stake percent,positive
agreement provide switch double converter capacity whilst opening manufacturing locations china,positive
due pirkka beer olvi brewery iisalmi moving day hour work shifts,neutral
metsaliitto sell million b shares neomarkka accounting pct neomarkka equity pct voting rights,neutral
huge bridge girders delivered site plant ylivieska finland,neutral
von koskull oversee new unit nordea brings together corporate merchant banking financial institutions capital markets products divisions,neutral
thanks multiplying effect wagon performance transport much efficient says development manager juha malkia vr cargo,positive
according notice skandinaviska enskilda banken ab publ helsinki branch august divested total alma media shares ilkkayhtyma oyj kaleva kustannus oy conditions agreement made companies july fulfilled,neutral
line run fully underground comprise stations executed two implementation stages,neutral
finnish supplier bssoss vas telecom operators tecnotree received expansion orders worth total us mn convergent charging next generation messaging solutions latin america company announced without specifying operators placed orders,positive
q may finnish electrical components maker salcomp oy hel salv said today turned net profit eur first quarter versus loss eurm corresponding period last year,positive
second variant offers complete final finishing selected apartment foreign high quality materials finland denmark germany france,neutral
net profit period xac million,neutral
breaking week highs timing looks great ahs baby post ige irdm ewbc phys ulta vnet biv,positive
repurchases shall decrease distributable capital reserves,neutral
stx move bottom still bear market datasecurity emc sndk wdc,negative
organization member russian auto sector union mpra become active since tikkurila acquired russian paint company kraski teks,neutral
new shares entitle holders dividends fiscal,neutral
ebitda year improved eurm compared eurm,positive
finnish talentum reports operating profit increased eur mn eur mn net sales totaled eur mn eur mn,positive
operating profit turnover threemonth period increased respectively eur eur compared corresponding period,positive
bridge km long located anasmotet road e new traffic junction marieholm road e,neutral
finnish electronics manufacturer pkc group oyj omx helsinki pkcv said wednesday december completed acquisition man nutzfahrzeuge ag cable harness business man star trucks buses spolka zoo poland,positive
veidekke headquartered oslo norway scandinavian construction property development group employees norway sweden denmark annual turnover nok bn,neutral
members partners use mostly apparent increased efficiency results service observes perttu puro tradeka,positive
protalix developing genetically engineered proteins plant cells,neutral
decisions made quickly possible,neutral
cat hangin thread click away cliff drop needs follow snapback vix,negative
incident happened pm avenue road,neutral
verizon att accused hurting rivals,negative
chf great product,positive
cet arcelormittal lost eur euronext paris coming lead bluechip fallers,neutral
cooperation airbaltic expected lead transfer finncomm ownership airbaltic time,neutral
loaded bsx yesterdaylooking good still think way upside downside,positive
lemminkainen group headquartered helsinki finland operates sectors construction industry civil engineering building contracting technical building services building materials industry,neutral
power supplies dc power systems inverters designed manufactured efore systems incorporating used many different applications,neutral
pertti ervi independent company major shareholders,neutral
parallel teliasonera decided conduct compulsory acquisition,neutral
cut frequency new york last year explains fall said,neutral
mr ashley deputy executive chairman sports direct sold pc stake company pounds time float,neutral
exel composites longterm growth prospects remain favourable however,positive
combining existing solutions single platform comptel said reduced cost deployment,positive
shell share price standard life announce position bg acquisition,negative
sabs chairman digs board divided inbev offer,neutral
company said sales three months end march slid eur us eur last year,negative
trow ascending triangle gives bullish bias chart breakout positive,positive
total scope project square metres valued total around eurm,neutral
net interest income increased eur mn eur mn,positive
addition existing service counter area reception hall rebuilt access provided local rail connections,neutral
helsinki afx kci konecranes said raised stake mmh holdings inc owner usbased morris materials handling pct pct,positive
cut bring outdoors birchbranch coasters,neutral
consolidated operating profit continuing operations decreased eur mn eur mn,neutral
contract value amounts eur million,neutral
net sales finnish food industry company lnnen tehtaat continuing operations increased eur mn eur mn,positive
acquisition kaupthing sverige bring significant positive nonrecurring addition group performance,positive
adp news nov finnish electronic measurement products solutions maker vaisala oyj omx vaias said today net profit rose eur million usd first nine months eur,positive
renesas mobile europe ltd approximately employees oulu,neutral
selfservice automation bigger role fujitsu global resources exploited effectively,positive
group profit taxes eur million,neutral
permanent magnet generators power converters today preferred solution new wind turbine designs company said,neutral
finnish rautaruukki awarded contract supply install steel superstructures partihallsfrbindelsen bridge gothenburg sweden,positive
fair value capman plc investments september amounted meur,neutral
update barclays expects gain settling lehman bros trustee,positive
st petersburg oct primetass finnish tire producer nokian tyres plans invest million euros expansion tire plant city vsevolozhsk russia leningrad region company president kim gran told reporters thursday,positive
nokia also noted average selling price handsets declined period though mobile phone profit margin rose percent percent yearago quarter,positive
wpp worlds largest ad agency reports strong growth,positive
q company operating loss totalled eur mn compared profit eur mn q,neutral
finnish lifting equipment maker konecranes hel kcrv said july raised stake austrian manipulator maker acs konecranes bought german sector player knight europe,positive
cash flow investments amounted eurm eurm,neutral
baltimore police fire pension billion lost million madoff ponzi scheme,negative
scanfil plc global contract manufacturer systems supplier communication industrial electronics,neutral
fingerfriendly opinion really fast,neutral
board directors proposed extraordinary general meeting authorise board decide issuance maximum mn new shares one share issues,neutral
eur h august finnish media group ilkkayhtyma oyj hel ilks said today net profit fell year eur first half,negative
according sweden minister local government financial markets mats odell decision sell state shares telecom group teliasonera carried cooperation state finland,neutral
mobile phone shipments jumped percent almost million units finnish company global market share rose percent percent,positive
according mark white locatrix communications ceo company web services interface allows device owners friends family track locate twig users via web browser,neutral
spy could pride social media gettin ready fall fb chart rolling,negative
according viking line managing director nilserik eklund company board directors satisfied viking line performance,positive
megafon subscriber base increased million users december market share number customers amounted late late according teliasonera estimates,positive
finnair believes strike cause daily net losses excess eur mn due canceled reservations passenger rerouting,negative
adp news feb finnish wood products technology supplier raute oyj hel rutav said today net profit decreased eur million usd eur million,negative
contract covers turnkey deliveries five airports operated authority john f kennedy laguardia newark teterboro stewart international,neutral
total jobs reduced raahe steel works,neutral
release oct peab said two businesses continue conducted brands cliffton stockholm entreprenad part peab group,neutral
april finnish construction engineering company outotec oyj hel otev said today slipped net loss eur first quarter net profit eur corresponding period last year,neutral
repair maintenance business accounted net sales eur mn eur mn,positive
stora enso norske skog mreal upmkymmene credit suisse first boston cfsb raised fair value shares four largest nordic forestry groups,positive
valmet automotive reports net sales eur mn operating profit eur mn,neutral
profit period eur mn eur mn,positive
sweden oversupply pharmacies,negative
firm builds components mobile phones communications products,neutral
capacity ease seikku sawmill pori alholma sawmill pietarsaari result people laid around six weeks starting midmay said,negative
exel board directors propose dividend euro per share annual general meeting april,neutral
announced solutions unit speed cooperation august shifted simonson finance chief lowend phones october,neutral
authorization force period months resolution general meeting,neutral
revenue quarter totaled billion percent billion fourth quarter,neutral
sweden oversupply pharmacies,neutral
rollsroyce ensure compliance petrobras bribery report,neutral
japans nikkei lands financial times billion deal,positive
manager critical politicians failure differentiate beleaguered european financial institutions skandinavian banks sailed crisis without issues,neutral
plant would use palm oil certified roundtable sustainable palm oil rspo,neutral
depends financing,neutral
finnish publishing printing group ilkkayhtym introduced staff smoking ban beginning company three newspapers,neutral
savings full impact beginning,neutral
ship unloader totally enclosed along entire conveying line storage facilities,neutral
entire paper mills may set especially new eu member states,neutral
rapala estimates net sales increase pct pct assuming exchange rates,positive
operating profit net sales sixmonth period increased respectively eur eur compared corresponding period,positive
jukka hienonen current finnair ceo step end january,neutral
price talk euribor plus bps area sole lead citigroup,neutral
properties purchased swedish private equity real estate firm niam goldman sachs whitehall street real estate funds,neutral
sunrise resources operates russian nearshore development markets whollyowned russian subsidiary personnel russia,neutral
fast gww daily sales slowing pretty timely coincident indicator,negative
result russia import restrictions finnish dairy companies canceled august,positive
analysts surveyed thomson financial expected revenue million quarter,neutral
october finnish environmental management company lassila tikanoja oyj hel latv lt said monday expects operating profit excluding nonrecurring items whole slightly lower,neutral
total number shares company innofactor group innofactor offers customers comprehensive solutions microsoft environment,neutral
new unit major investment finnish media scene,neutral
yahoo stock bidding war picks company yhoo,positive
know exists artemyev said,neutral
long endp agn bo rumor,positive
kesko pursues strategy healthy focused growth concentrating sales services consumercustomers,positive
timberrrr tsla,negative
return capital employed rose percentage points,positive
periodend cash cash equivalents totaled eur compared eur previous year,negative
special events three counties four months hosted library system nine branch libraries,neutral
eps grew eur eur,positive
net cash flow operations expected remain positive,positive
adp news nov finnish powersupply solutions provider efore oyj omx efov announced today launch opus dc latest power system opus product line,positive
axp looking continuation volume increase,positive
uponor improved performance spite decrease residential construction us,positive
include software development internet mobile telephone content communications valueadded software financial services security applications systems integration electronics,neutral
spy extreme win today cents low year spy percent life bowl cherries great short setting,negative
nokia shares hit euros friday percent start year part slow introduction touchscreen models,neutral
focus improving profitability next year streamlining operations,positive
time delighted fact able accomplish organization team members,positive
server responsible managing devices user accounts desktop client application enables remote access mobile phones,neutral
